"region";"alder";"ar";"xxx";"count"
"18 Nordland - Nordlánnda";"040 40 ar";"2022";"Personer";2793
"18 Nordland - Nordlánnda";"041 41 ar";"2022";"Personer";2744
"18 Nordland - Nordlánnda";"042 42 ar";"2022";"Personer";2694
"18 Nordland - Nordlánnda";"043 43 ar";"2022";"Personer";2731
"18 Nordland - Nordlánnda";"044 44 ar";"2022";"Personer";2632
"18 Nordland - Nordlánnda";"045 45 ar";"2022";"Personer";2627
"18 Nordland - Nordlánnda";"046 46 ar";"2022";"Personer";2849
"18 Nordland - Nordlánnda";"047 47 ar";"2022";"Personer";3001
"18 Nordland - Nordlánnda";"048 48 ar";"2022";"Personer";2969
"18 Nordland - Nordlánnda";"049 49 ar";"2022";"Personer";3191
"18 Nordland - Nordlánnda";"050 50 ar";"2022";"Personer";3296
"18 Nordland - Nordlánnda";"051 51 ar";"2022";"Personer";3333
"18 Nordland - Nordlánnda";"052 52 ar";"2022";"Personer";3552
"18 Nordland - Nordlánnda";"053 53 ar";"2022";"Personer";3555
"18 Nordland - Nordlánnda";"054 54 ar";"2022";"Personer";3517
"18 Nordland - Nordlánnda";"055 55 ar";"2022";"Personer";3444
"18 Nordland - Nordlánnda";"056 56 ar";"2022";"Personer";3440
"18 Nordland - Nordlánnda";"057 57 ar";"2022";"Personer";3415
"18 Nordland - Nordlánnda";"058 58 ar";"2022";"Personer";3195
"18 Nordland - Nordlánnda";"059 59 ar";"2022";"Personer";3218
"18 Nordland - Nordlánnda";"060 60 ar";"2022";"Personer";3166
"18 Nordland - Nordlánnda";"061 61 ar";"2022";"Personer";3057
"18 Nordland - Nordlánnda";"062 62 ar";"2022";"Personer";3139
"18 Nordland - Nordlánnda";"063 63 ar";"2022";"Personer";2916
"18 Nordland - Nordlánnda";"064 64 ar";"2022";"Personer";2962
"18 Nordland - Nordlánnda";"065 65 ar";"2022";"Personer";3187
"18 Nordland - Nordlánnda";"066 66 ar";"2022";"Personer";3043
"18 Nordland - Nordlánnda";"067 67 ar";"2022";"Personer";3008
"18 Nordland - Nordlánnda";"068 68 ar";"2022";"Personer";2993
"18 Nordland - Nordlánnda";"069 69 ar";"2022";"Personer";2843
"18 Nordland - Nordlánnda";"070 70 ar";"2022";"Personer";2661
"18 Nordland - Nordlánnda";"071 71 ar";"2022";"Personer";2673
"18 Nordland - Nordlánnda";"072 72 ar";"2022";"Personer";2705
"18 Nordland - Nordlánnda";"073 73 ar";"2022";"Personer";2665
"18 Nordland - Nordlánnda";"074 74 ar";"2022";"Personer";2630
"18 Nordland - Nordlánnda";"075 75 ar";"2022";"Personer";2615
"18 Nordland - Nordlánnda";"076 76 ar";"2022";"Personer";2375
"18 Nordland - Nordlánnda";"077 77 ar";"2022";"Personer";2188
"18 Nordland - Nordlánnda";"078 78 ar";"2022";"Personer";1941
"18 Nordland - Nordlánnda";"079 79 ar";"2022";"Personer";1851
"18 Nordland - Nordlánnda";"080 80 ar";"2022";"Personer";1563
"18 Nordland - Nordlánnda";"081 81 ar";"2022";"Personer";1438
"18 Nordland - Nordlánnda";"082 82 ar";"2022";"Personer";1360
"18 Nordland - Nordlánnda";"083 83 ar";"2022";"Personer";1255
"18 Nordland - Nordlánnda";"084 84 ar";"2022";"Personer";1127
"18 Nordland - Nordlánnda";"085 85 ar";"2022";"Personer";1000
"18 Nordland - Nordlánnda";"086 86 ar";"2022";"Personer";846
"18 Nordland - Nordlánnda";"087 87 ar";"2022";"Personer";716
"18 Nordland - Nordlánnda";"088 88 ar";"2022";"Personer";713
"18 Nordland - Nordlánnda";"089 89 ar";"2022";"Personer";614
"18 Nordland - Nordlánnda";"090 90 ar";"2022";"Personer";557
"18 Nordland - Nordlánnda";"091 91 ar";"2022";"Personer";435
"18 Nordland - Nordlánnda";"092 92 ar";"2022";"Personer";357
"18 Nordland - Nordlánnda";"093 93 ar";"2022";"Personer";317
"18 Nordland - Nordlánnda";"094 94 ar";"2022";"Personer";256
"18 Nordland - Nordlánnda";"095 95 ar";"2022";"Personer";163
"18 Nordland - Nordlánnda";"096 96 ar";"2022";"Personer";119
"18 Nordland - Nordlánnda";"097 97 ar";"2022";"Personer";85
"18 Nordland - Nordlánnda";"098 98 ar";"2022";"Personer";76
"18 Nordland - Nordlánnda";"099 99 ar";"2022";"Personer";39
"18 Nordland - Nordlánnda";"100 100 ar";"2022";"Personer";26
"18 Nordland - Nordlánnda";"101 101 ar";"2022";"Personer";8
"18 Nordland - Nordlánnda";"102 102 ar";"2022";"Personer";9
"18 Nordland - Nordlánnda";"103 103 ar";"2022";"Personer";7
"18 Nordland - Nordlánnda";"104 104 ar";"2022";"Personer";3
"18 Nordland - Nordlánnda";"105+ 105 ar eller eldre";"2022";"Personer";5
"54 Troms og Finnmark - Romsa ja Finnmárku";"000 0 ar";"2022";"Personer";2419
"54 Troms og Finnmark - Romsa ja Finnmárku";"001 1 ar";"2022";"Personer";2172
"54 Troms og Finnmark - Romsa ja Finnmárku";"002 2 ar";"2022";"Personer";2260
"54 Troms og Finnmark - Romsa ja Finnmárku";"003 3 ar";"2022";"Personer";2258
"54 Troms og Finnmark - Romsa ja Finnmárku";"004 4 ar";"2022";"Personer";2334
"54 Troms og Finnmark - Romsa ja Finnmárku";"005 5 ar";"2022";"Personer";2426
"54 Troms og Finnmark - Romsa ja Finnmárku";"006 6 ar";"2022";"Personer";2455
"54 Troms og Finnmark - Romsa ja Finnmárku";"007 7 ar";"2022";"Personer";2455
"54 Troms og Finnmark - Romsa ja Finnmárku";"008 8 ar";"2022";"Personer";2524
"54 Troms og Finnmark - Romsa ja Finnmárku";"009 9 ar";"2022";"Personer";2493
"54 Troms og Finnmark - Romsa ja Finnmárku";"010 10 ar";"2022";"Personer";2599
"54 Troms og Finnmark - Romsa ja Finnmárku";"011 11 ar";"2022";"Personer";2791
"54 Troms og Finnmark - Romsa ja Finnmárku";"012 12 ar";"2022";"Personer";2816
"54 Troms og Finnmark - Romsa ja Finnmárku";"013 13 ar";"2022";"Personer";2843
"54 Troms og Finnmark - Romsa ja Finnmárku";"014 14 ar";"2022";"Personer";2812
"54 Troms og Finnmark - Romsa ja Finnmárku";"015 15 ar";"2022";"Personer";2841
"54 Troms og Finnmark - Romsa ja Finnmárku";"016 16 ar";"2022";"Personer";2734
"54 Troms og Finnmark - Romsa ja Finnmárku";"017 17 ar";"2022";"Personer";2716
"54 Troms og Finnmark - Romsa ja Finnmárku";"018 18 ar";"2022";"Personer";2704
"54 Troms og Finnmark - Romsa ja Finnmárku";"019 19 ar";"2022";"Personer";2886
"54 Troms og Finnmark - Romsa ja Finnmárku";"020 20 ar";"2022";"Personer";2949
"54 Troms og Finnmark - Romsa ja Finnmárku";"021 21 ar";"2022";"Personer";3356
"54 Troms og Finnmark - Romsa ja Finnmárku";"022 22 ar";"2022";"Personer";3277
"54 Troms og Finnmark - Romsa ja Finnmárku";"023 23 ar";"2022";"Personer";3347
"54 Troms og Finnmark - Romsa ja Finnmárku";"024 24 ar";"2022";"Personer";3393
"54 Troms og Finnmark - Romsa ja Finnmárku";"025 25 ar";"2022";"Personer";3493
"54 Troms og Finnmark - Romsa ja Finnmárku";"026 26 ar";"2022";"Personer";3646
"54 Troms og Finnmark - Romsa ja Finnmárku";"027 27 ar";"2022";"Personer";3520
"54 Troms og Finnmark - Romsa ja Finnmárku";"028 28 ar";"2022";"Personer";3462
"54 Troms og Finnmark - Romsa ja Finnmárku";"029 29 ar";"2022";"Personer";3523
"54 Troms og Finnmark - Romsa ja Finnmárku";"030 30 ar";"2022";"Personer";3559
"54 Troms og Finnmark - Romsa ja Finnmárku";"031 31 ar";"2022";"Personer";3628
"54 Troms og Finnmark - Romsa ja Finnmárku";"032 32 ar";"2022";"Personer";3391
"54 Troms og Finnmark - Romsa ja Finnmárku";"033 33 ar";"2022";"Personer";3220
"54 Troms og Finnmark - Romsa ja Finnmárku";"034 34 ar";"2022";"Personer";3049
"54 Troms og Finnmark - Romsa ja Finnmárku";"035 35 ar";"2022";"Personer";3023
"54 Troms og Finnmark - Romsa ja Finnmárku";"036 36 ar";"2022";"Personer";3029
"54 Troms og Finnmark - Romsa ja Finnmárku";"037 37 ar";"2022";"Personer";2838
"54 Troms og Finnmark - Romsa ja Finnmárku";"038 38 ar";"2022";"Personer";2896
"54 Troms og Finnmark - Romsa ja Finnmárku";"039 39 ar";"2022";"Personer";2877
"54 Troms og Finnmark - Romsa ja Finnmárku";"040 40 ar";"2022";"Personer";2729
"54 Troms og Finnmark - Romsa ja Finnmárku";"041 41 ar";"2022";"Personer";2797
"54 Troms og Finnmark - Romsa ja Finnmárku";"042 42 ar";"2022";"Personer";2742
"54 Troms og Finnmark - Romsa ja Finnmárku";"043 43 ar";"2022";"Personer";2738
"54 Troms og Finnmark - Romsa ja Finnmárku";"044 44 ar";"2022";"Personer";2685
"54 Troms og Finnmark - Romsa ja Finnmárku";"045 45 ar";"2022";"Personer";2873
"54 Troms og Finnmark - Romsa ja Finnmárku";"046 46 ar";"2022";"Personer";2911
"54 Troms og Finnmark - Romsa ja Finnmárku";"047 47 ar";"2022";"Personer";3211
"54 Troms og Finnmark - Romsa ja Finnmárku";"048 48 ar";"2022";"Personer";3361
"54 Troms og Finnmark - Romsa ja Finnmárku";"049 49 ar";"2022";"Personer";3436
"54 Troms og Finnmark - Romsa ja Finnmárku";"050 50 ar";"2022";"Personer";3630
"54 Troms og Finnmark - Romsa ja Finnmárku";"051 51 ar";"2022";"Personer";3591
"54 Troms og Finnmark - Romsa ja Finnmárku";"052 52 ar";"2022";"Personer";3493
"54 Troms og Finnmark - Romsa ja Finnmárku";"053 53 ar";"2022";"Personer";3512
"54 Troms og Finnmark - Romsa ja Finnmárku";"054 54 ar";"2022";"Personer";3440
"54 Troms og Finnmark - Romsa ja Finnmárku";"055 55 ar";"2022";"Personer";3410
"54 Troms og Finnmark - Romsa ja Finnmárku";"056 56 ar";"2022";"Personer";3313
"54 Troms og Finnmark - Romsa ja Finnmárku";"057 57 ar";"2022";"Personer";3333
"54 Troms og Finnmark - Romsa ja Finnmárku";"058 58 ar";"2022";"Personer";3110
"54 Troms og Finnmark - Romsa ja Finnmárku";"059 59 ar";"2022";"Personer";3046
"54 Troms og Finnmark - Romsa ja Finnmárku";"060 60 ar";"2022";"Personer";2981
"54 Troms og Finnmark - Romsa ja Finnmárku";"061 61 ar";"2022";"Personer";2874
"54 Troms og Finnmark - Romsa ja Finnmárku";"062 62 ar";"2022";"Personer";2943
"54 Troms og Finnmark - Romsa ja Finnmárku";"063 63 ar";"2022";"Personer";2744
"54 Troms og Finnmark - Romsa ja Finnmárku";"064 64 ar";"2022";"Personer";2776
"54 Troms og Finnmark - Romsa ja Finnmárku";"065 65 ar";"2022";"Personer";2864
"54 Troms og Finnmark - Romsa ja Finnmárku";"066 66 ar";"2022";"Personer";2782
"54 Troms og Finnmark - Romsa ja Finnmárku";"067 67 ar";"2022";"Personer";2739
"54 Troms og Finnmark - Romsa ja Finnmárku";"068 68 ar";"2022";"Personer";2681
"54 Troms og Finnmark - Romsa ja Finnmárku";"069 69 ar";"2022";"Personer";2604
"54 Troms og Finnmark - Romsa ja Finnmárku";"070 70 ar";"2022";"Personer";2480
"54 Troms og Finnmark - Romsa ja Finnmárku";"071 71 ar";"2022";"Personer";2593
"54 Troms og Finnmark - Romsa ja Finnmárku";"072 72 ar";"2022";"Personer";2550
"54 Troms og Finnmark - Romsa ja Finnmárku";"073 73 ar";"2022";"Personer";2530
"54 Troms og Finnmark - Romsa ja Finnmárku";"074 74 ar";"2022";"Personer";2551
"54 Troms og Finnmark - Romsa ja Finnmárku";"075 75 ar";"2022";"Personer";2304
"54 Troms og Finnmark - Romsa ja Finnmárku";"076 76 ar";"2022";"Personer";2068
"54 Troms og Finnmark - Romsa ja Finnmárku";"077 77 ar";"2022";"Personer";1965
"54 Troms og Finnmark - Romsa ja Finnmárku";"078 78 ar";"2022";"Personer";1677
"54 Troms og Finnmark - Romsa ja Finnmárku";"079 79 ar";"2022";"Personer";1654
"54 Troms og Finnmark - Romsa ja Finnmárku";"080 80 ar";"2022";"Personer";1378
"54 Troms og Finnmark - Romsa ja Finnmárku";"081 81 ar";"2022";"Personer";1298
"54 Troms og Finnmark - Romsa ja Finnmárku";"082 82 ar";"2022";"Personer";1171
"54 Troms og Finnmark - Romsa ja Finnmárku";"083 83 ar";"2022";"Personer";1086
"54 Troms og Finnmark - Romsa ja Finnmárku";"084 84 ar";"2022";"Personer";952
"54 Troms og Finnmark - Romsa ja Finnmárku";"085 85 ar";"2022";"Personer";846
"54 Troms og Finnmark - Romsa ja Finnmárku";"086 86 ar";"2022";"Personer";737
"54 Troms og Finnmark - Romsa ja Finnmárku";"087 87 ar";"2022";"Personer";636
"54 Troms og Finnmark - Romsa ja Finnmárku";"088 88 ar";"2022";"Personer";524
"54 Troms og Finnmark - Romsa ja Finnmárku";"089 89 ar";"2022";"Personer";536
"54 Troms og Finnmark - Romsa ja Finnmárku";"090 90 ar";"2022";"Personer";436
"54 Troms og Finnmark - Romsa ja Finnmárku";"091 91 ar";"2022";"Personer";361
"54 Troms og Finnmark - Romsa ja Finnmárku";"092 92 ar";"2022";"Personer";281
"54 Troms og Finnmark - Romsa ja Finnmárku";"093 93 ar";"2022";"Personer";212
"54 Troms og Finnmark - Romsa ja Finnmárku";"094 94 ar";"2022";"Personer";156
"54 Troms og Finnmark - Romsa ja Finnmárku";"095 95 ar";"2022";"Personer";139
"54 Troms og Finnmark - Romsa ja Finnmárku";"096 96 ar";"2022";"Personer";97
"54 Troms og Finnmark - Romsa ja Finnmárku";"097 97 ar";"2022";"Personer";64
"54 Troms og Finnmark - Romsa ja Finnmárku";"098 98 ar";"2022";"Personer";42
"54 Troms og Finnmark - Romsa ja Finnmárku";"099 99 ar";"2022";"Personer";15
"54 Troms og Finnmark - Romsa ja Finnmárku";"100 100 ar";"2022";"Personer";16
"54 Troms og Finnmark - Romsa ja Finnmárku";"101 101 ar";"2022";"Personer";5
"54 Troms og Finnmark - Romsa ja Finnmárku";"102 102 ar";"2022";"Personer";6
"54 Troms og Finnmark - Romsa ja Finnmárku";"103 103 ar";"2022";"Personer";5
"54 Troms og Finnmark - Romsa ja Finnmárku";"104 104 ar";"2022";"Personer";1
"54 Troms og Finnmark - Romsa ja Finnmárku";"105+ 105 ar eller eldre";"2022";"Personer";1
"21 Svalbard";"000 0 ar";"2022";"Personer";0
"21 Svalbard";"001 1 ar";"2022";"Personer";0
"21 Svalbard";"002 2 ar";"2022";"Personer";0
"21 Svalbard";"003 3 ar";"2022";"Personer";0
"21 Svalbard";"004 4 ar";"2022";"Personer";0
"21 Svalbard";"005 5 ar";"2022";"Personer";0
"21 Svalbard";"006 6 ar";"2022";"Personer";0
"21 Svalbard";"007 7 ar";"2022";"Personer";0
"21 Svalbard";"008 8 ar";"2022";"Personer";0
"21 Svalbard";"009 9 ar";"2022";"Personer";0
"21 Svalbard";"010 10 ar";"2022";"Personer";0
"21 Svalbard";"011 11 ar";"2022";"Personer";0
"21 Svalbard";"012 12 ar";"2022";"Personer";0
"21 Svalbard";"013 13 ar";"2022";"Personer";0
"21 Svalbard";"014 14 ar";"2022";"Personer";0
"21 Svalbard";"015 15 ar";"2022";"Personer";0
"21 Svalbard";"016 16 ar";"2022";"Personer";0
"21 Svalbard";"017 17 ar";"2022";"Personer";0
"21 Svalbard";"018 18 ar";"2022";"Personer";0
"21 Svalbard";"019 19 ar";"2022";"Personer";0
"21 Svalbard";"020 20 ar";"2022";"Personer";0
"21 Svalbard";"021 21 ar";"2022";"Personer";0
"21 Svalbard";"022 22 ar";"2022";"Personer";0
"21 Svalbard";"023 23 ar";"2022";"Personer";0
"21 Svalbard";"024 24 ar";"2022";"Personer";0
"21 Svalbard";"025 25 ar";"2022";"Personer";0
"21 Svalbard";"026 26 ar";"2022";"Personer";0
"21 Svalbard";"027 27 ar";"2022";"Personer";0
"21 Svalbard";"028 28 ar";"2022";"Personer";0
"21 Svalbard";"029 29 ar";"2022";"Personer";0
"21 Svalbard";"030 30 ar";"2022";"Personer";0
"21 Svalbard";"031 31 ar";"2022";"Personer";0
"21 Svalbard";"032 32 ar";"2022";"Personer";0
"21 Svalbard";"033 33 ar";"2022";"Personer";0
"21 Svalbard";"034 34 ar";"2022";"Personer";0
"21 Svalbard";"035 35 ar";"2022";"Personer";0
"21 Svalbard";"036 36 ar";"2022";"Personer";0
"21 Svalbard";"037 37 ar";"2022";"Personer";0
"21 Svalbard";"038 38 ar";"2022";"Personer";0
"21 Svalbard";"039 39 ar";"2022";"Personer";0
"21 Svalbard";"040 40 ar";"2022";"Personer";0
"21 Svalbard";"041 41 ar";"2022";"Personer";0
"21 Svalbard";"042 42 ar";"2022";"Personer";0
"21 Svalbard";"043 43 ar";"2022";"Personer";0
"21 Svalbard";"044 44 ar";"2022";"Personer";0
"21 Svalbard";"045 45 ar";"2022";"Personer";0
"21 Svalbard";"046 46 ar";"2022";"Personer";0
"21 Svalbard";"047 47 ar";"2022";"Personer";0
"21 Svalbard";"048 48 ar";"2022";"Personer";0
"21 Svalbard";"049 49 ar";"2022";"Personer";0
"21 Svalbard";"050 50 ar";"2022";"Personer";0
"21 Svalbard";"051 51 ar";"2022";"Personer";0
"21 Svalbard";"052 52 ar";"2022";"Personer";0
"21 Svalbard";"053 53 ar";"2022";"Personer";0
"21 Svalbard";"054 54 ar";"2022";"Personer";0
"21 Svalbard";"055 55 ar";"2022";"Personer";0
"21 Svalbard";"056 56 ar";"2022";"Personer";0
"21 Svalbard";"057 57 ar";"2022";"Personer";0
"21 Svalbard";"058 58 ar";"2022";"Personer";0
"21 Svalbard";"059 59 ar";"2022";"Personer";0
"21 Svalbard";"060 60 ar";"2022";"Personer";0
"21 Svalbard";"061 61 ar";"2022";"Personer";0
"21 Svalbard";"062 62 ar";"2022";"Personer";0
"21 Svalbard";"063 63 ar";"2022";"Personer";0
"21 Svalbard";"064 64 ar";"2022";"Personer";0
"21 Svalbard";"065 65 ar";"2022";"Personer";0
"21 Svalbard";"066 66 ar";"2022";"Personer";0
"21 Svalbard";"067 67 ar";"2022";"Personer";0
"21 Svalbard";"068 68 ar";"2022";"Personer";0
"21 Svalbard";"069 69 ar";"2022";"Personer";0
"21 Svalbard";"070 70 ar";"2022";"Personer";0
"21 Svalbard";"071 71 ar";"2022";"Personer";0
"21 Svalbard";"072 72 ar";"2022";"Personer";0
"21 Svalbard";"073 73 ar";"2022";"Personer";0
"21 Svalbard";"074 74 ar";"2022";"Personer";0
"21 Svalbard";"075 75 ar";"2022";"Personer";0
"21 Svalbard";"076 76 ar";"2022";"Personer";0
"21 Svalbard";"077 77 ar";"2022";"Personer";0
"21 Svalbard";"078 78 ar";"2022";"Personer";0
"21 Svalbard";"079 79 ar";"2022";"Personer";0
"21 Svalbard";"080 80 ar";"2022";"Personer";0
"21 Svalbard";"081 81 ar";"2022";"Personer";0
"21 Svalbard";"082 82 ar";"2022";"Personer";0
"21 Svalbard";"083 83 ar";"2022";"Personer";0
"21 Svalbard";"084 84 ar";"2022";"Personer";0
"21 Svalbard";"085 85 ar";"2022";"Personer";0
"21 Svalbard";"086 86 ar";"2022";"Personer";0
"21 Svalbard";"087 87 ar";"2022";"Personer";0
"21 Svalbard";"088 88 ar";"2022";"Personer";0
"21 Svalbard";"089 89 ar";"2022";"Personer";0
"21 Svalbard";"090 90 ar";"2022";"Personer";0
"21 Svalbard";"091 91 ar";"2022";"Personer";0
"21 Svalbard";"092 92 ar";"2022";"Personer";0
"21 Svalbard";"093 93 ar";"2022";"Personer";0
"21 Svalbard";"094 94 ar";"2022";"Personer";0
"21 Svalbard";"095 95 ar";"2022";"Personer";0
"21 Svalbard";"096 96 ar";"2022";"Personer";0
"21 Svalbard";"097 97 ar";"2022";"Personer";0
"21 Svalbard";"098 98 ar";"2022";"Personer";0
"21 Svalbard";"099 99 ar";"2022";"Personer";0
"21 Svalbard";"100 100 ar";"2022";"Personer";0
"21 Svalbard";"101 101 ar";"2022";"Personer";0
"21 Svalbard";"102 102 ar";"2022";"Personer";0
"21 Svalbard";"103 103 ar";"2022";"Personer";0
"21 Svalbard";"104 104 ar";"2022";"Personer";0
"21 Svalbard";"105+ 105 ar eller eldre";"2022";"Personer";0
